Statistics South Africa
Descriptive_p_md
Table 1
Geography
 for Person weighted
"",
"2",6436758
"4",2706780
"7",8837177
"5",9426018
"9",5273639
"8",3122991
"3",822729
"6",3669350
"1",4524335
