hhid,pid,w1_hhgeo,w1_hhsizer,w1_hhincome,w1_a_best_age_yrs,w1_a_b2,w1_a_n1_1,w1_a_n2_1,w1_quest_typ,w1_best_race
102618,301562,2,8,5567.9688,31,1,-3,-3,1,1
101519,301563,2,4,2016.8335,56,1,174,80.3,1,1
101524,301564,2,3,520,26,2,157,73.7,1,1
102568,301565,3,2,1200,17,1,168,57.8,1,1
102507,301568,3,2,3230,28,2,163,58.7,1,1
102568,301569,3,2,1200,23,1,169,34.9,1,1
102566,301570,3,4,2600,26,2,152,55.8,1,1
102051,301580,2,4,4700,34,2,162.1,70,1,1
102519,301587,3,6,2300,20,2,159,98.90000000000001,1,1
102519,301588,3,6,2300,16,2,164,89.09999999999999,1,1
101567,301589,3,2,2208.3333,26,1,175,57.3,1,1
101538,301590,3,6,1929.6418,18,2,163,55.3,1,1
102566,301591,3,4,2600,47,2,153,75.40000000000001,1,1
101538,301592,3,6,1929.6418,43,2,158,67.3,1,1
101538,301593,3,6,1929.6418,19,2,159,58.2,1,1
102525,301595,3,1,2895.4546,50,1,165,89.59999999999999,1,1
103270,301597,3,1,3600,25,1,170,66,1,1
102565,301600,3,5,4500,46,1,165,86.59999999999999,1,1
107762,301601,3,2,1113.4391,-9,2,-8,-8,1,1
112005,301602,2,11,2940,29,2,148.5,61.6,1,1
112985,301603,3,3,1647.5454,42,1,166.4,63.8,1,1
112982,301604,3,1,1053.4359,73,1,163.5,67.59999999999999,1,1
112987,301605,3,3,2219.5955,21,2,152.8,87.7,1,1
112003,301606,2,4,1598.8469,45,2,161.4,65.59999999999999,1,1
112987,301607,3,3,2219.5955,33,1,165.9,62.8,1,1
107767,301608,3,4,19208.334,31,2,163.1,80.3,1,1
113000,301609,2,6,5460.7207,22,1,176.1,74.09999999999999,1,1
112999,301610,2,5,1067.3032,44,2,164.6,78.8,1,1
102998,301611,2,12,1530,22,2,152.4,58,1,1
102998,301612,2,12,1530,15,2,157.1,66.40000000000001,1,1
102998,301613,2,12,1530,19,2,156.6,66,1,1
102998,301614,2,12,1530,44,2,155,85.7,1,1
102006,301615,2,6,1650,21,1,184.6,79.7,1,1
102997,301616,2,1,1179.2151,51,2,-8,-8,1,1
102996,301617,2,8,3440,31,1,157.5,54.2,1,1
102996,301618,2,8,3440,68,2,149.4,86.7,1,1
102010,301619,2,9,4292.707,59,1,165.5,68.8,1,1
102996,301620,2,8,3440,30,2,155.6,71.7,1,1
112858,301621,3,7,2753.9238,54,,,,1,1
113459,301622,3,4,1339.8992,34,1,183.4,62.2,1,1
102723,301623,2,4,1070,28,2,152.4,60.4,1,1
102999,301624,2,9,2100,17,2,144.9,51,1,1
102999,301625,2,9,2100,46,2,157.3,64.40000000000001,1,1
102010,301626,2,9,4292.707,17,2,149.7,50.8,1,1
102633,301627,2,7,6913.063,31,2,171.7,87.40000000000001,1,1
102007,301629,2,1,4000,42,1,174,64.09999999999999,1,1
102008,301630,2,7,3932.8145,29,2,168.4,61.7,1,1
102008,301631,2,7,3932.8145,50,2,158,95.3,1,1
102009,301632,2,6,1100,16,1,-3,-3,1,1
102009,301633,2,6,1100,55,2,-3,-3,1,1
102009,301634,2,6,1100,56,1,160.7,63.7,1,1
102999,301635,2,9,2100,26,2,154.9,60.2,1,1
102010,301636,2,9,4292.707,45,2,160.4,71.90000000000001,1,1
102010,301637,2,9,4292.707,15,1,162.4,54.8,1,1
102633,301638,2,7,6913.063,21,2,155,76.7,1,1
102633,301639,2,7,6913.063,24,1,164,59,1,1
102008,301640,2,7,3932.8145,17,1,185.2,70.90000000000001,1,1
102633,301641,2,7,6913.063,74,2,145.2,55.7,1,1
102006,301642,2,6,1650,40,2,162.1,62.2,1,1
102006,301643,2,6,1650,77,2,154,68.90000000000001,1,1
102006,301644,2,6,1650,24,1,173.3,77.90000000000001,1,1
102635,301645,2,3,1392.595,52,2,147.3,74.40000000000001,1,1
102006,301646,2,6,1650,31,2,154,58,1,1
102002,301647,2,6,2350,50,1,162.6,74.2,1,1
102002,301648,2,6,2350,23,2,166,69.8,1,1
102002,301649,2,6,2350,18,1,175.8,66.90000000000001,1,1
102002,301650,2,6,2350,51,2,159.3,96.5,1,1
101649,301651,2,5,570.36395,21,2,166.2,69.59999999999999,1,1
101648,301652,2,3,1426.9011,70,2,152.2,95.09999999999999,1,1
112855,301653,3,7,2442.5854,27,,,,1,1
112858,301654,3,7,2753.9238,20,1,-8,-8,1,1
112858,301655,3,7,2753.9238,23,1,175.4,56.8,1,1
103078,301656,3,5,2423.5847,18,,,,1,1
102977,301657,3,4,21945.582,15,1,169,61.8,1,1
102977,301658,3,4,21945.582,42,2,162.4,100.4,1,1
102943,301659,3,6,7479,53,2,159.8,108.7,1,1
102945,301660,3,4,4471.5962,44,1,166,93.90000000000001,1,1
102945,301661,3,4,4471.5962,21,2,-3,-3,1,1
102937,301662,3,4,9500,24,2,155.5,73.7,1,1
102937,301663,3,4,9500,27,1,167.2,73.40000000000001,1,1
102945,301664,3,4,4471.5962,43,2,160.2,86.2,1,1
102977,301665,3,4,21945.582,42,1,178,104.8,1,1
102943,301666,3,6,7479,29,1,-8,-8,1,1
102936,301667,3,2,8843.4727,25,2,148.5,58.2,1,1
102935,301668,3,4,16000,30,2,171.4,91.8,1,1
102971,301670,3,4,2341.7346,36,2,164.5,-3,1,1
102973,301671,3,3,8105.7695,27,,,,1,1
102973,301672,3,3,8105.7695,33,1,167,65.3,1,1
102951,301673,3,3,10983.252,32,2,156.6,84,1,1
111237,301674,3,7,3450.426,21,2,-8,-8,1,1
111241,301675,3,4,3637.5552,43,2,156.9,56.9,1,1
111241,301676,3,4,3637.5552,20,2,152.2,61.9,1,1
111240,301677,3,3,2825.6987,28,2,-8,-8,1,1
111240,301678,3,3,2825.6987,52,,,,1,1
111252,301679,4,5,1100,53,2,151.5,86.59999999999999,1,1
113463,301680,3,1,347.48013,53,2,147.6,71.8,1,1
112856,301681,3,3,1200,37,1,-8,-8,1,1
113465,301682,3,7,2463.686,25,,,,1,1
113465,301683,3,7,2463.686,51,2,154.4,66.09999999999999,1,1
112833,301684,4,4,1523.4114,54,,,,1,1
111251,301685,4,2,1514.0477,26,1,-8,-8,1,1
111251,301686,4,2,1514.0477,88,1,-8,-8,1,1
111249,301687,4,6,263.52704,15,,,,1,1
111249,301688,4,6,263.52704,19,2,-8,-8,1,1
111272,301691,3,3,2025.4187,80,1,165.1,59.2,1,1
111272,301692,3,3,2025.4187,74,2,160.3,77.90000000000001,1,1
111272,301693,3,3,2025.4187,54,2,166.9,66.8,1,1
111237,301694,3,7,3450.426,101,2,-8,-8,1,1
111237,301695,3,7,3450.426,27,1,-8,-8,1,1
102865,301696,3,2,629.35205,57,2,-8,-8,1,1
102971,301697,3,4,2341.7346,38,1,166.9,56.8,1,1
102943,301698,3,6,7479,21,2,167.7,66.90000000000001,1,1
102943,301699,3,6,7479,66,1,160.4,51.7,1,1
112831,301700,3,3,1181.7938,15,,,,1,1
103063,301701,3,3,5750,23,2,153,67.7,1,1
103246,301703,3,7,7063.0967,61,2,150,106,1,1
103249,301704,3,8,8832.71,18,2,159,56.8,1,1
103079,301708,3,8,10577.717,18,2,154,36.8,1,1
103090,301710,3,2,2981.1484,50,1,181,75.3,1,1
103082,301711,3,16,7320.9385,63,2,153,69,1,1
103070,301712,3,2,2350,90,1,161,58.5,1,1
103082,301713,3,16,7320.9385,32,2,155,37.3,1,1
103082,301714,3,16,7320.9385,16,2,161,51.6,1,1
103079,301715,3,8,10577.717,37,2,161,40.3,1,1
103082,301716,3,16,7320.9385,20,2,158,55.5,1,3
102799,301717,3,1,6856.5303,56,2,-3,-3,1,1
103070,301718,3,2,2350,21,2,150,43.9,1,1
103068,301719,3,1,1000,58,1,160,60.5,1,1
103077,301720,3,4,7319.3169,23,2,156,76.3,1,1
103065,301721,3,5,15000,29,2,157,63.3,1,1
103078,301722,3,5,2423.5847,47,2,158,58.8,1,1
103249,301723,3,8,8832.71,64,1,121,103,1,1
103077,301725,3,4,7319.3169,55,2,175,68.90000000000001,1,1
103077,301726,3,4,7319.3169,17,1,152,54.7,1,1
103077,301727,3,4,7319.3169,32,1,171,58.9,1,1
103065,301728,3,5,15000,44,1,173,98.09999999999999,1,1
103078,301729,3,5,2423.5847,15,1,168,49,1,1
103096,301732,3,5,1511.0449,80,,,,1,1
103449,301733,3,4,861.99231,38,2,157,92.59999999999999,1,1
103096,301734,3,5,1511.0449,30,1,165,53.8,1,1
103104,301735,3,3,1308.7097,39,1,-8,-8,1,1
103102,301736,3,2,595.10168,28,1,-8,-8,1,1
103102,301737,3,2,595.10168,18,1,167,63.5,1,1
103104,301742,3,3,1308.7097,77,2,151,80.09999999999999,1,1
103113,301748,3,3,320,37,1,167.3,57.7,1,1
103113,301749,3,3,320,29,2,159,60.9,1,1
103109,301750,3,7,6261.9712,69,1,171,80.8,1,1
103120,301751,3,1,140,48,1,173,78.90000000000001,1,1
103115,301752,3,10,2332.729,43,2,153,,1,1
103109,301753,3,7,6261.9712,32,,,,1,1
103099,301754,3,1,880,44,1,168.5,81.59999999999999,1,4
103115,301755,3,10,2332.729,24,,,,1,1
103093,301756,3,7,900,20,2,153,48.9,1,1
103093,301758,3,7,900,35,2,160,106,1,1
102288,301759,4,3,1684.1725,78,2,155.5,79.40000000000001,1,1
103098,301760,3,2,1460.2632,29,,,,1,
103094,301764,3,2,1681.9137,37,2,-8,-8,1,1
103098,301765,3,2,1460.2632,23,,,,1,
103104,301766,3,3,1308.7097,37,2,161,82,1,1
103257,301769,3,1,321.31204,19,,,,1,
103116,301772,3,3,2150,25,1,-8,-8,1,1
103116,301773,3,3,2150,25,2,-3,-3,1,1
103096,301776,3,5,1511.0449,24,1,175,59.8,1,1
103115,301781,3,10,2332.729,21,1,-8,-8,1,1
103119,301783,3,5,742.19647,44,2,145,47.9,1,1
103119,301784,3,5,742.19647,21,2,152,51,1,1
103119,301785,3,5,742.19647,19,1,-8,-8,1,1
103115,301786,3,10,2332.729,39,1,158,62.3,1,1
103115,301787,3,10,2332.729,26,2,151,92.8,1,1
103119,301788,3,5,742.19647,16,2,145,46.9,1,1
103449,301789,3,4,861.99231,43,1,165,68.2,1,1
103096,301790,3,5,1511.0449,25,2,144,30.5,1,1
103101,301791,3,1,2905.8914,33,1,168,52.2,1,1
102154,301792,3,3,1260,40,2,157.8,63.2,1,1
112163,301793,4,4,2545.7141,24,,,,1,1
102167,301794,3,5,2463.8081,19,1,161.3,57.8,1,1
112163,301795,4,4,2545.7141,26,1,161.2,59.2,1,1
102016,301796,3,6,5463.9063,24,2,162.2,80.5,1,1
102156,301797,3,3,3106.9004,42,2,157,58.8,1,1
112163,301798,4,4,2545.7141,24,,,,1,1
112167,301799,4,4,2319.2324,25,2,157.2,56.6,1,1
113136,301801,3,7,24268.359,22,2,149,37,1,1
102661,301802,3,6,4749.0518,24,2,156,61.4,1,1
105317,301803,3,4,32325.477,39,,,,1,1
103079,301804,3,8,10577.717,74,1,171,-3,1,1
113136,301805,3,7,24268.359,19,2,152.3,44.4,1,1
113144,301806,3,5,2500,39,2,157.8,54.6,1,1
113358,301807,3,2,20119.688,28,2,161,69.2,1,1
101613,301808,2,1,3986.5691,36,1,167,70.09999999999999,1,1
113269,301811,1,2,2000,34,1,177,60.8,1,1
112333,301812,1,3,742.38098,27,2,163.6,73.5,1,1
113241,301813,1,2,1433.6797,26,2,166.5,85.90000000000001,1,1
112326,301814,1,3,446.96832,45,1,166.2,61.7,1,1
112602,301819,3,6,24059.289,47,1,167.3,76.3,1,1
102403,301820,3,6,3565.8521,33,1,168.7,60.1,1,1
102407,301821,3,4,1625.9893,46,1,157.5,50,1,1
112601,301822,3,5,10848.39,32,1,171.2,74,1,1
113144,301824,3,5,2500,15,2,169,45.1,1,1
102408,301825,3,9,2178.844,32,1,174.3,74.40000000000001,1,1
112542,301826,3,6,1716.9926,61,2,154.4,56.4,1,1
112550,301827,3,5,1060,35,2,152.9,80.2,1,1
112542,301828,3,6,1716.9926,23,2,158.7,54,1,1
112544,301829,3,5,2201.2002,36,2,156.9,89.40000000000001,1,1
112166,301830,4,4,10163.227,19,1,178.2,72.59999999999999,1,1
112162,301831,4,9,5155.1787,46,,,,1,1
112162,301832,4,9,5155.1787,37,1,164.6,49.2,1,1
112157,301833,4,2,5790.4487,40,2,152.1,88,1,1
112144,301834,4,1,920.40106,63,1,-8,-8,1,1
112167,301835,4,4,2319.2324,41,,,,1,1
112154,301836,4,3,2632.3784,30,1,173.1,69.59999999999999,1,1
112156,301837,4,13,3378.9719,77,2,-8,-8,1,1
112157,301838,4,2,5790.4487,52,1,159.9,57.7,1,1
112162,301839,4,9,5155.1787,31,2,157,54.6,1,1
112549,301840,3,5,1007.1874,22,2,166.7,70.40000000000001,1,1
102152,301841,3,4,3114.8123,32,,,,1,1
112562,301842,3,6,3593.1833,16,,,,1,1
112145,301843,4,7,2623.2344,28,2,-8,-8,1,1
112156,301844,4,13,3378.9719,26,2,155.2,70.40000000000001,1,1
112156,301845,4,13,3378.9719,-9,,,,1,1
112166,301846,4,4,10163.227,46,2,157.4,80.09999999999999,1,1
112166,301847,4,4,10163.227,16,2,160.9,106.6,1,1
112148,301848,4,5,1638.7937,34,2,-8,-8,1,1
112145,301849,4,7,2623.2344,32,1,-8,-8,1,1
112547,301850,3,1,1347.0549,77,2,154.4,66,1,1
112161,301851,4,4,15620,27,2,157,60.4,1,1
112161,301852,4,4,15620,36,1,175.5,61.6,1,1
113675,301853,2,6,820.7157,45,2,159.9,72.59999999999999,1,1
101694,301854,3,3,3747.5183,41,2,-8,-8,1,1
101701,301855,3,7,2290,19,1,159.1,50.3,1,1
101702,301856,3,4,26471.875,26,,,,1,1
101702,301857,3,4,26471.875,29,1,178,91.3,1,1
101698,301858,3,4,9587.9111,37,2,154.5,72.59999999999999,1,1
101706,301859,3,2,3883.3333,24,2,-8,-8,1,1
101686,301860,3,7,6910,54,2,159.3,76.40000000000001,1,1
101686,301861,3,7,6910,22,1,166.3,63.2,1,1
101686,301862,3,7,6910,20,2,157.9,62.8,1,1
101697,301863,3,5,6815.2104,45,1,-8,-8,1,1
112167,301864,4,4,2319.2324,24,2,151.7,46.4,1,1
101660,301865,3,5,5178.333,20,2,140.7,53.5,1,1
101660,301866,3,5,5178.333,45,2,150.6,75.59999999999999,1,1
101656,301867,3,5,2288.2219,48,2,145.9,47.8,1,1
101656,301868,3,5,2288.2219,53,1,169.4,58.6,1,1
101659,301869,3,5,2720,58,1,175.2,53.6,1,1
102258,301871,3,2,9985,50,1,171,69.7,1,4
102258,301872,3,2,9985,58,2,171.8,69.09999999999999,1,4
102254,301873,3,6,11052,48,1,174,77.8,1,1
102254,301874,3,6,11052,26,2,162.7,69.2,1,1
102244,301875,3,5,7611.6665,44,1,179.5,88.3,1,4
102250,301876,3,3,1698.1016,62,2,-8,-8,1,1
102244,301877,3,5,7611.6665,37,2,162.9,99.40000000000001,1,4
102254,301879,3,6,11052,47,2,153.5,124.6,1,1
102257,301880,3,4,2708.3333,38,2,152.7,90.09999999999999,1,1
105235,301883,3,2,4600.0249,76,1,182.5,92.09999999999999,1,4
102256,301884,3,2,16914.338,24,2,-8,-8,1,1
102254,301885,3,6,11052,17,1,168,61.5,1,1
105475,301886,3,1,4000,73,2,-8,-8,1,4
102256,301887,3,2,16914.338,22,1,162.7,60.4,1,1
112010,301888,2,2,1218.9268,29,,,,1,1
112008,301889,2,8,1946.1384,19,2,167.4,61.7,1,1
112008,301890,2,8,1946.1384,19,2,160,53.8,1,1
112008,301892,2,8,1946.1384,16,1,176.4,61.7,1,1
112008,301893,2,8,1946.1384,33,2,159,52.8,1,1
112478,301895,2,1,168.58218,63,1,165.9,59.1,1,1
113204,301896,2,2,3483.6538,28,2,169.6,68.09999999999999,1,1
112479,301897,2,3,1349.2848,31,2,155.4,72,1,1
112350,301898,1,5,1994.9835,43,2,160.5,61.1,1,1
112324,301900,1,5,3734.0017,18,1,171,59.7,1,1
113068,301901,4,2,2301.9023,34,2,156.8,62.3,1,1
105344,301902,2,1,892.25238,30,2,156.6,57.4,1,1
105321,301903,2,1,1600,22,1,186.7,79.7,1,1
111298,301904,2,5,1859.3339,15,1,165,52.6,1,1
112528,301905,4,8,1380,49,1,166,50.1,1,1
112528,301906,4,8,1380,16,2,153.8,76,1,1
112529,301907,4,5,2983.3333,44,1,158.1,80.09999999999999,1,1
113062,301908,4,4,1187.7754,39,2,160.8,81.3,1,1
113066,301909,4,1,791.57788,36,1,168.5,56.1,1,1
112335,301910,1,2,521.89917,26,,,,1,1
113263,301912,2,2,1140,74,1,158.4,57.3,1,1
113263,301913,2,2,1140,59,2,145.7,78,1,1
113256,301914,2,2,1500,40,2,155.6,76.40000000000001,1,1
113256,301915,2,2,1500,21,2,159.5,74.40000000000001,1,1
112708,301916,2,5,2830,43,1,165.7,64.59999999999999,1,1
112708,301917,2,5,2830,37,2,159.8,79.90000000000001,1,1
113812,301919,3,4,1350.9323,33,,,,1,1
113252,301921,2,3,4113.0313,34,1,167.3,61.5,1,1
113252,301922,2,3,4113.0313,33,2,151.7,91,1,1
113071,301926,4,4,2304.6853,38,2,150.9,65.5,1,1
113071,301927,4,4,2304.6853,35,1,174.9,66.90000000000001,1,1
112534,301928,4,3,2550,36,1,171.3,56.2,1,1
112534,301929,4,3,2550,42,2,155,48.2,1,1
112534,301930,4,3,2550,15,2,158,45.2,1,1
103311,301931,4,2,13223.568,29,2,163,63.2,1,1
103310,301932,4,2,7020.6958,33,2,-8,-8,1,1
103310,301933,4,2,7020.6958,15,2,158,64.8,1,1
103311,301934,4,2,13223.568,27,1,184,72.7,1,1
103312,301935,4,1,0,18,2,161,59.6,1,1
102721,301936,3,2,550,39,2,154.9,73.90000000000001,1,1
102721,301937,3,2,550,42,1,181.9,67.5,1,1
112532,301938,4,3,3221.9888,56,2,156.8,75.5,1,1
112526,301939,4,2,3916.9189,64,2,161.5,65.40000000000001,1,1
113065,301940,4,3,828.83978,26,1,178,75.7,1,1
112327,301941,1,6,5491.6665,47,2,167.8,102.7,1,1
112326,301942,1,3,446.96832,45,2,155.4,68.59999999999999,1,1
103222,301944,3,2,891.66602,-9,,,,1,1
103228,301945,3,2,1832.2108,15,1,160,52.4,1,1
103220,301947,3,2,1205.6727,29,,,,1,1
103227,301948,3,3,3882.9697,37,,,,1,1
175143,301950,3,1,720,20,1,155.3,69.8,1,1
102801,301953,3,2,689.55878,16,1,165,49.5,1,1
175170,301955,3,6,2630,37,2,147.5,55.2,1,3
175141,301956,3,8,16239.437,37,1,166.6,118.6,1,3
175167,301957,3,3,4466.5078,58,2,156.9,56.5,1,3
103240,301960,3,1,700,33,2,167,65.3,1,1
103224,301961,3,2,1826.7714,57,1,169,84.2,1,1
113065,301962,4,3,828.83978,19,2,158.7,68.5,1,1
112536,301963,4,3,4057.7004,48,2,155.4,49.7,1,1
111292,301965,2,1,1100,49,2,156.8,48.8,1,1
113269,301966,1,2,2000,32,2,158.2,37.8,1,1
113251,301967,1,1,750,53,1,167.6,57.6,1,1
112350,301968,1,5,1994.9835,25,2,158.6,74.7,1,1
112327,301970,1,6,5491.6665,18,2,163.6,58.2,1,1
103214,301974,3,1,958.28284,45,2,-8,-8,1,1
103228,301975,3,2,1832.2108,23,1,165,61.7,1,1
103227,301976,3,3,3882.9697,37,2,159,66.7,1,1
103226,301977,3,3,2637.3533,32,1,170,92,1,1
103226,301978,3,3,2637.3533,29,2,160,87.3,1,1
107940,301979,2,3,362.17285,58,,,,1,1
103330,301980,4,4,1783.3334,44,2,160,72,1,1
103305,301981,4,4,4643.667,30,2,151,65.90000000000001,1,1
103307,301982,4,4,8894.9414,15,2,165,55.3,1,1
103320,301983,4,6,2294.5513,46,2,158,71.3,1,1
103331,301984,4,4,606.85522,46,1,162,92.2,1,1
103320,301985,4,6,2294.5513,27,2,148,72.90000000000001,1,1
103324,301986,4,5,3034.0159,22,2,166,63.4,1,1
103324,301987,4,5,3034.0159,29,2,163,80.59999999999999,1,1
103324,301988,4,5,3034.0159,70,2,161,83.90000000000001,1,1
103326,301989,4,3,2219.9265,61,2,164,77,1,1
103326,301990,4,3,2219.9265,19,2,160,73.3,1,1
103327,301991,4,3,1118.6123,77,2,148.7,58,1,1
103330,301992,4,4,1783.3334,21,2,152,59.7,1,1
103321,301993,4,2,2247.7798,29,2,159,58,1,1
103320,301994,4,6,2294.5513,25,2,157,54.8,1,1
103302,301995,4,4,12101.035,55,2,157,80,1,1
103304,301996,4,4,2242.1084,36,1,182,75.40000000000001,1,1
105338,301997,2,2,700,22,1,163,53.7,1,1
103317,301998,4,2,5561.5068,41,2,-3,-3,1,1
103331,301999,4,4,606.85522,43,2,144,88,1,1
103302,302000,4,4,12101.035,26,2,155,44.7,1,1
103392,302001,3,5,4019.125,23,,,,1,1
108826,302002,3,5,1343.8566,35,1,164.8,60.5,1,2
103405,302003,3,5,11253.246,43,2,-8,-8,1,1
112487,302004,2,2,1000,24,2,157.5,60.8,1,1
113208,302005,2,6,3658.5215,17,2,168,52,1,1
113206,302006,2,1,1086.7856,68,2,153,52.9,1,1
103079,302009,3,8,10577.717,24,1,168,51.6,1,1
102151,302011,3,7,1770.547,15,2,164.8,59.1,1,1
108692,302012,3,4,2659,61,1,161.5,41.5,1,2
108898,302013,3,3,16825,22,2,181.6,121.3,1,4
105021,302014,1,1,6455.1118,36,1,183.3,109.8,1,4
103394,302015,3,8,2458.3333,15,2,159.4,54.8,1,1
103394,302016,3,8,2458.3333,21,1,166,63.5,1,1
103394,302017,3,8,2458.3333,41,2,159.6,61.9,1,1
103406,302018,3,6,6755.9063,50,2,149.2,51.9,1,1
103406,302019,3,6,6755.9063,18,2,151.8,56.6,1,1
103413,302020,3,2,1530,58,2,146.9,59.4,1,1
103402,302021,3,4,3326.55,54,2,162.5,60,1,1
103402,302022,3,4,3326.55,17,1,158.4,40.5,1,1
112342,302023,2,9,243.56789,19,1,167.1,48.3,1,1
102151,302024,3,7,1770.547,19,1,176.1,67.09999999999999,1,1
103415,302025,3,3,23932.641,40,1,175.5,97.09999999999999,1,1
103405,302026,3,5,11253.246,23,2,164.4,76.5,1,1
103415,302027,3,3,23932.641,25,1,168,62.3,1,1
103399,302028,3,15,16788.771,32,1,162.4,65.40000000000001,1,1
103392,302029,3,5,4019.125,19,,,,1,1
103398,302030,3,7,7081.1982,56,1,164.4,65.59999999999999,1,1
103398,302031,3,7,7081.1982,28,1,-3,-3,1,1
103410,302032,3,6,4991.3193,49,2,150.8,65.09999999999999,1,1
103410,302033,3,6,4991.3193,15,2,151.5,43.9,1,1
103405,302034,3,5,11253.246,19,2,149.2,61.7,1,1
103414,302035,3,5,1201.2823,28,2,160.5,49.8,1,1
103414,302036,3,5,1201.2823,55,2,153.7,135.8,1,1
103400,302037,3,12,5429.7891,34,2,152.4,71.3,1,1
102409,302039,3,1,7268.3335,30,2,-3,55.8,1,1
103400,302040,3,12,5429.7891,66,1,174,89.2,1,1
103400,302041,3,12,5429.7891,24,2,145.5,71.8,1,1
103400,302042,3,12,5429.7891,59,2,-8,-8,1,1
103400,302043,3,12,5429.7891,15,2,150.5,45.3,1,1
103400,302044,3,12,5429.7891,16,2,152,56.1,1,1
103417,302045,3,1,0,19,1,156.2,45.3,1,1
103415,302046,3,3,23932.641,25,1,173.7,88.09999999999999,1,1
108674,302047,3,4,1087.1029,22,2,143.5,36.6,1,2
103399,302048,3,15,16788.771,36,1,166.6,62.6,1,1
103399,302049,3,15,16788.771,19,1,170,59.8,1,1
103405,302050,3,5,11253.246,47,1,-8,-8,1,1
103421,302051,3,6,1223.4968,25,2,167.8,56.2,1,1
103421,302052,3,6,1223.4968,54,2,155.2,94.2,1,1
103421,302053,3,6,1223.4968,27,2,157.4,55,1,1
103404,302054,3,9,1816.3185,47,2,152.2,65.59999999999999,1,1
103404,302055,3,9,1816.3185,25,2,153.4,62.1,1,1
103404,302056,3,9,1816.3185,23,2,155,44.7,1,1
103404,302057,3,9,1816.3185,18,1,-8,-8,1,1
103404,302058,3,9,1816.3185,23,1,153.5,37,1,1
103392,302059,3,5,4019.125,25,2,160,72.40000000000001,1,1
103416,302060,3,3,2240,40,1,164,65,1,1
103416,302061,3,3,2240,28,1,158.8,48.7,1,1
103416,302062,3,3,2240,47,1,176.9,71.90000000000001,1,1
103399,302063,3,15,16788.771,60,1,154.3,59.8,1,1
103399,302064,3,15,16788.771,54,2,151.9,62.7,1,1
103399,302065,3,15,16788.771,33,2,149.8,62,1,1
103399,302066,3,15,16788.771,22,2,-8,-8,1,1
103399,302067,3,15,16788.771,33,2,150,75.40000000000001,1,1
103399,302068,3,15,16788.771,30,2,149.5,62.4,1,1
103401,302069,3,5,647.97473,19,2,156.7,118.7,1,1
103401,302070,3,5,647.97473,43,2,150.7,75.40000000000001,1,1
103407,302071,3,2,1026.265,54,2,150.7,57.1,1,1
103410,302072,3,6,4991.3193,60,1,159.4,81.8,1,1
103398,302073,3,7,7081.1982,52,2,158,90.09999999999999,1,1
103414,302074,3,5,1201.2823,61,1,160.6,63.5,1,1
103393,302075,3,2,1070,48,2,164.4,72.59999999999999,1,1
103346,302076,3,2,5329.9409,24,1,169,70,1,1
103351,302077,3,6,11478.218,18,1,175,62.2,1,1
103390,302078,3,9,5002.0557,26,2,153,55.1,1,1
102554,302079,3,4,2500,45,1,173,64.8,1,1
103388,302080,3,3,7383.6045,27,,,,1,
102554,302081,3,4,2500,37,2,158,100,1,1
103349,302082,3,8,3912.9231,25,,,,1,1
113115,302083,2,3,1547.5889,86,2,156.5,38.9,1,1
113115,302084,2,3,1547.5889,28,2,146.6,74.09999999999999,1,1
103340,302085,3,5,8023.2202,46,1,170,55.4,1,1
103342,302086,3,4,5900.3403,24,2,162,57.6,1,1
112916,302087,1,8,6376.5811,31,1,173.5,57.2,1,1
113120,302088,2,7,4890.1753,20,1,166.2,72.2,1,1
105280,302089,3,4,2430.8918,83,,,,1,1
103342,302091,3,4,5900.3403,16,1,161,53.5,1,1
103351,302092,3,6,11478.218,15,1,163,55,1,1
103349,302094,3,8,3912.9231,55,1,167.8,65.2,1,1
103334,302095,3,4,6794.5542,29,2,168,95.5,1,1
103334,302096,3,4,6794.5542,34,1,182,82.2,1,1
103349,302097,3,8,3912.9231,51,2,158.5,57.3,1,1
103349,302098,3,8,3912.9231,18,2,147.3,67.7,1,1
113120,302099,2,7,4890.1753,51,2,154.4,77.5,1,1
113120,302100,2,7,4890.1753,57,1,170.8,89.3,1,1
103467,302101,2,4,250,35,1,179,96,1,1
103468,302103,2,3,1922.3201,45,2,162,69.5,1,1
103476,302108,2,4,714.95392,28,2,164,56.3,1,1
103471,302109,2,5,2442.7063,37,2,155,48,1,1
103452,302110,2,6,1925.1549,68,2,156.4,76.8,1,1
103461,302111,2,5,2072.646,35,2,146.2,63.3,1,1
103461,302112,2,5,2072.646,38,1,-3,-3,1,1
103460,302113,2,4,712.66614,26,2,106,49.7,1,1
103458,302114,2,2,414.11984,27,2,155,75.90000000000001,1,1
103460,302115,2,4,712.66614,43,1,132,58.7,1,1
103452,302116,2,6,1925.1549,15,2,158.2,27.7,1,1
103452,302117,2,6,1925.1549,35,2,154.8,78.8,1,1
103471,302118,2,5,2442.7063,16,1,160,32.4,1,1
103471,302120,2,5,2442.7063,15,1,150,23.6,1,1
103471,302121,2,5,2442.7063,41,1,167,-3,1,1
103453,302122,2,4,4974.1328,94,2,142,46.6,1,1
103453,302123,2,4,4974.1328,60,1,165,75.3,1,1
101517,302124,2,7,1552.6777,14,2,143.3,16.6,1,1
103459,302126,2,4,2285,39,2,163.1,68.09999999999999,1,1
103459,302127,2,4,2285,17,2,167.2,60.3,1,1
103481,302128,2,4,2425.9097,15,2,156,50.9,1,1
